wall_time,ros_time_sec,event,mode,stable_gesture,nav_lin_x,nav_ang_z,out_lin_x,out_ang_z
2026-04-27T20:16:04,1777335364.832,pass_nav,NAV,OpenPalm,0.2200,0.2821,0.2200,0.2821
2026-04-27T20:16:06,1777335366.532,correct_right,NAV,PointRight,0.1968,0.0000,0.1968,-0.3500
2026-04-27T20:16:07,1777335367.782,correct_left,NAV,PointLeft,0.2084,0.2821,0.2084,0.6321
2026-04-27T20:16:11,1777335371.082,pass_nav,NAV,OpenPalm,0.0232,-0.8462,0.0232,-0.8462
2026-04-27T20:16:15,1777335375.832,speed_limit,NAV,ThumbUp,0.0463,1.0000,0.0208,0.4500
2026-04-27T20:16:16,1777335376.082,pass_nav,IDLE,None,0.0463,1.0000,0.0463,1.0000
2026-04-27T20:17:23,1777335443.232,estop_fist,IDLE,Fist,0.0000,0.0000,0.0000,0.0000
2026-04-27T20:17:26,1777335446.532,pass_nav,IDLE,None,0.0000,0.0000,0.0000,0.0000
2026-04-27T20:17:34,1777335454.832,estop_fist,IDLE,Fist,0.1968,0.0000,0.0000,0.0000
2026-04-27T20:17:37,1777335457.632,speed_limit,IDLE,ThumbUp,0.1968,0.0000,0.0886,0.0000
2026-04-27T20:17:37,1777335457.783,pass_nav,IDLE,OpenPalm,0.2200,0.0000,0.2200,0.0000
2026-04-27T20:17:39,1777335459.082,estop_fist,IDLE,Fist,0.2084,0.0000,0.0000,0.0000
2026-04-27T20:17:52,1777335472.533,correct_right,IDLE,PointRight,0.2084,-0.2821,0.2084,-0.6321
2026-04-27T20:17:56,1777335476.332,pass_nav,IDLE,OpenPalm,0.1389,0.2821,0.1389,0.2821
2026-04-27T20:18:01,1777335481.183,speed_limit,IDLE,ThumbUp,0.0000,-0.4359,0.0000,-0.1962
2026-04-27T20:18:01,1777335481.484,estop_fist,IDLE,Fist,0.0000,-0.2821,0.0000,0.0000
2026-04-27T20:18:04,1777335484.584,correct_left,IDLE,PointLeft,0.0000,0.0000,0.0000,0.3500
2026-04-27T20:18:04,1777335484.733,pass_nav,IDLE,None,0.0000,0.0000,0.0000,0.0000
2026-04-27T20:18:11,1777335491.682,estop_fist,IDLE,Fist,0.2200,-0.6923,0.0000,0.0000
2026-04-27T20:18:17,1777335497.932,speed_limit,IDLE,ThumbUp,0.2084,-0.1795,0.0938,-0.0808
2026-04-27T20:18:18,1777335498.132,pass_nav,IDLE,OpenPalm,0.2084,-0.1795,0.2084,-0.1795
2026-04-27T20:18:20,1777335500.183,speed_limit,IDLE,ThumbUp,0.2084,0.2308,0.0938,0.1038
2026-04-27T20:18:20,1777335500.332,estop_fist,IDLE,Fist,0.2084,0.2308,0.0000,0.0000
2026-04-27T20:18:23,1777335503.632,speed_limit,IDLE,ThumbUp,0.2200,0.0769,0.0990,0.0346
2026-04-27T20:18:23,1777335503.736,correct_left,IDLE,PointLeft,0.2200,0.0769,0.2200,0.4269
2026-04-27T20:18:26,1777335506.333,correct_right,IDLE,PointRight,0.1968,-0.2308,0.1968,-0.5808
2026-04-27T20:18:29,1777335509.082,correct_left,IDLE,PointLeft,0.2084,0.6923,0.2084,1.0423
2026-04-27T20:18:29,1777335509.382,pass_nav,IDLE,OpenPalm,0.2200,0.6923,0.2200,0.6923
2026-04-27T20:18:31,1777335511.634,speed_limit,IDLE,TwoFingers,0.2200,0.0769,0.0990,0.0346
2026-04-27T20:18:36,1777335516.032,pass_nav,IDLE,OpenPalm,0.2200,0.0769,0.2200,0.0769
2026-04-27T20:18:39,1777335519.584,estop_fist,IDLE,Fist,0.1968,0.3333,0.0000,0.0000
2026-04-27T20:18:44,1777335524.232,pass_nav,NAV,OpenPalm,0.2200,-0.0256,0.2200,-0.0256
2026-04-27T20:18:48,1777335528.484,speed_limit,NAV,ThumbUp,0.1968,0.1282,0.0886,0.0577
2026-04-27T20:18:52,1777335532.183,pass_nav,IDLE,None,0.0000,0.8974,0.0000,0.8974
2026-04-27T20:19:15,1777335555.933,estop_fist,IDLE,Fist,0.2200,0.4872,0.0000,0.0000
2026-04-27T20:19:19,1777335559.032,speed_limit,IDLE,ThumbUp,0.1968,-0.1282,0.0886,-0.0577
2026-04-27T20:19:19,1777335559.135,pass_nav,IDLE,OpenPalm,0.1968,-0.1282,0.1968,-0.1282
2026-04-27T20:19:20,1777335560.833,estop_fist,IDLE,Fist,0.2084,0.1282,0.0000,0.0000
2026-04-27T20:19:35,1777335575.433,correct_left,IDLE,PointLeft,0.2084,-0.1795,0.2084,0.1705
2026-04-27T20:19:40,1777335580.933,speed_limit,IDLE,ThumbUp,0.1968,0.0000,0.0886,0.0000
2026-04-27T20:19:41,1777335581.133,estop_fist,IDLE,Fist,0.2084,-0.0256,0.0000,0.0000
