wall_time,ros_time_sec,event,mode,stable_gesture,nav_lin_x,nav_ang_z,out_lin_x,out_ang_z
2026-04-27T20:19:42,1777335582.384,speed_limit,IDLE,ThumbUp,0.1968,-0.0769,0.0886,-0.0346
2026-04-27T20:19:42,1777335582.483,pass_nav,IDLE,OpenPalm,0.2200,-0.0769,0.2200,-0.0769
2026-04-27T20:19:43,1777335583.682,correct_left,IDLE,PointLeft,0.2200,-0.0256,0.2200,0.3244
2026-04-27T20:19:46,1777335586.983,correct_right,IDLE,PointRight,0.2200,-0.1795,0.2200,-0.5295
2026-04-27T20:19:50,1777335590.036,correct_left,IDLE,PointLeft,0.2084,0.1795,0.2084,0.5295
2026-04-27T20:19:50,1777335590.232,pass_nav,IDLE,OpenPalm,0.2200,0.2821,0.2200,0.2821
2026-04-27T20:19:54,1777335594.333,speed_limit,IDLE,ThumbUp,0.0000,0.0000,0.0000,0.0000
2026-04-27T20:19:54,1777335594.682,pass_nav,IDLE,None,0.0000,0.0000,0.0000,0.0000
2026-04-27T20:20:09,1777335609.636,speed_limit,IDLE,ThumbUp,0.2200,0.9487,0.0990,0.4269
2026-04-27T20:20:09,1777335609.882,pass_nav,IDLE,OpenPalm,0.2200,0.3333,0.2200,0.3333
2026-04-27T20:20:11,1777335611.383,estop_fist,IDLE,Fist,0.2200,-0.1282,0.0000,0.0000
2026-04-27T20:20:13,1777335613.082,speed_limit,IDLE,ThumbUp,0.2200,-0.0769,0.0990,-0.0346
2026-04-27T20:20:13,1777335613.283,pass_nav,IDLE,OpenPalm,0.2200,0.1282,0.2200,0.1282
2026-04-27T20:20:15,1777335615.232,speed_limit,IDLE,ThumbUp,0.2200,-0.0769,0.0990,-0.0346
2026-04-27T20:20:15,1777335615.586,estop_fist,IDLE,Fist,0.2084,-0.0256,0.0000,0.0000
2026-04-27T20:20:17,1777335617.483,pass_nav,NAV,OpenPalm,0.2200,0.2821,0.2200,0.2821
2026-04-27T20:20:19,1777335619.382,estop_fist,IDLE,Fist,0.2200,0.3333,0.0000,0.0000
2026-04-27T20:20:23,1777335623.932,speed_limit,IDLE,ThumbUp,0.1968,-0.1282,0.0886,-0.0577
2026-04-27T20:20:24,1777335624.082,correct_left,IDLE,PointLeft,0.2200,-0.1282,0.2200,0.2218
2026-04-27T20:20:27,1777335627.682,pass_nav,IDLE,OpenPalm,0.2200,-0.2821,0.2200,-0.2821
2026-04-27T20:20:27,1777335627.832,correct_right,IDLE,PointRight,0.2084,-0.1795,0.2084,-0.5295
2026-04-27T20:20:31,1777335631.837,pass_nav,IDLE,OpenPalm,0.0811,0.2308,0.0811,0.2308
2026-04-27T20:20:32,1777335632.038,correct_right,IDLE,PointRight,0.0347,0.1795,0.0347,-0.1705
2026-04-27T20:20:35,1777335635.086,pass_nav,IDLE,OpenPalm,0.0000,0.4359,0.0000,0.4359
2026-04-27T20:20:39,1777335639.584,correct_right,IDLE,PointRight,0.0000,0.0000,0.0000,-0.3500
2026-04-27T20:20:40,1777335640.834,pass_nav,IDLE,None,0.0000,0.0000,0.0000,0.0000
2026-04-27T20:20:46,1777335646.933,estop_fist,IDLE,Fist,0.0000,0.0000,0.0000,0.0000
2026-04-27T20:20:48,1777335648.437,pass_nav,NAV,OpenPalm,0.0000,0.0000,0.0000,0.0000
2026-04-27T20:20:50,1777335650.882,correct_left,NAV,PointLeft,0.0000,0.0000,0.0000,0.3500
2026-04-27T20:21:00,1777335660.635,correct_right,NAV,PointRight,0.0000,0.0000,0.0000,-0.3500
2026-04-27T20:21:11,1777335671.883,estop_fist,IDLE,Fist,0.0000,0.0000,0.0000,0.0000
2026-04-27T20:21:13,1777335673.632,pass_nav,IDLE,None,0.0000,0.0000,0.0000,0.0000
2026-04-27T20:21:20,1777335680.534,estop_fist,IDLE,Fist,0.2200,0.2821,0.0000,0.0000
2026-04-27T20:21:25,1777335685.533,correct_left,IDLE,PointLeft,0.2200,-0.2308,0.2200,0.1192
